,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,Sensitive,Label
0,14.180712230133153,11.767854040155948,10.718672772812528,8.47624007033469,12.753470707374147,8.703143003786868,17.670445283484,19.13422549628574,7.693676388410303,16.07233812819425,10.496639399760845,11.582177394993861,18.536437398129983,1.37036255485742,1.5668112635470521,0.43957903517255814,16.87932415532247,15.746841140595837,17.390597881211715,19.67425517397087,16.12093540506947,9.233798478297922,15.48392494738916,2.2297612868776024,12.769804016580876,2.96432468639074,18.787511116454368,10.616521165195861,8.186461761320208,5.13368303568364,15.249757917557698,9.128888197608296,11.318935063418875,0.4027115625736564,12.67919197527938,12.468984800359182,12.30122341153272,18.85980495222583,13.523164579052832,7.19335399846279,8.667066367400853,13.90924323366271,1.0672074912951268,13.238803580054455,13.309379808678976,4.359220981160137,2.615317527484072,6.319894176622,7.380488885513443,11.525823806239817,0.0,0.0
1,14.506273832658374,11.880679757202875,10.94078087840547,8.457338958161056,12.849969563981544,8.721229423620736,17.805067139548736,19.07265763119851,7.656306514601719,15.88578920076961,10.373041462356205,11.630141734888525,18.458930257778373,1.1311936191252234,1.6870676091060577,0.3603791508637353,16.99643237757102,15.544491259030677,17.43234102713098,19.454838031878815,16.210507736452392,9.15306043238279,15.663638125987562,2.2111879034303987,12.997717163728439,2.8027485305262694,18.70889703623792,10.42794599273632,8.496440327817771,5.308256694384088,15.546548340494114,9.302000423185165,11.417600325499368,0.3086482917633828,12.08436436164648,12.38646096591642,12.453690338012793,18.875450484312008,13.499692613521038,7.135656980761562,8.64891749956337,14.06573833614425,1.3261025557246091,13.214662916389033,13.38489884677531,4.237353755734986,2.6443620759459154,6.410944767406935,7.371898346200465,11.34021813417963,1.0,0.0
2,14.297283843077338,12.148244168754985,10.907377716707668,8.284432270929516,12.745063323609878,8.889552136145793,17.822183217712283,19.152231615536937,7.865066966354798,15.825679173673834,10.604686928763103,11.293683820259965,18.567538749269456,1.3126467727922235,1.8626446739082445,0.34939241102254753,16.457471039571338,15.531198699503006,17.28203109166274,19.615581921459455,15.919641323574535,9.07351816492162,15.55960104919914,2.365124931276474,12.45957238461179,2.6202222180110035,18.66621665170913,10.360846666989522,8.307626588743073,5.330715687118136,15.494785940846821,9.309508469045216,11.195151573908008,0.19544245507314484,12.397505092191201,12.025759805490258,12.437772096289647,18.962716425254634,13.820085589105696,7.110840928835626,8.542626707922846,13.833875224069,1.2926939167257747,13.258550306414548,13.519552910670324,4.010553291390687,2.810465800630486,6.203049388492529,7.223798592955482,11.288980778796677,1.0,0.0
3,14.388408258605486,11.912458119247093,10.75989535419283,8.462089822006947,12.880602518372136,8.752887171208279,17.628491320729143,19.265127288346786,7.718272804696819,16.100428091872686,10.827658501056268,11.374588141400478,18.48449397122201,1.534446448264427,1.8770645395859644,0.38100890278007404,16.473476913174522,15.312971076929136,17.17504275118677,19.41407615426604,16.09747620448038,9.279174747153663,15.779908110947954,2.2423935917857287,12.912118850352197,2.9709237938267874,18.971068255655602,10.366284616216115,8.299522904056834,5.43400461359784,15.218106622663674,9.139867424410062,11.288528402446495,0.018059669500252395,12.509601813619629,12.344918007592765,12.347681480136762,18.722507552718398,13.621445796247189,7.182399641915821,8.815751702452717,14.039659795824406,1.355791321370693,13.375113194117949,13.404988837734251,4.395716895370449,2.693307291657315,6.318051488071779,7.232659850523617,11.501858262583559,0.0,0.0
4,14.282039291152715,12.13051569566841,10.98161984277512,8.508596630186393,12.913029812554672,8.621272403281727,17.925105899752946,19.442764043630245,7.742054214973939,15.853685433067744,10.7520798805033,11.417257917019226,18.884307432569276,1.384440476524105,1.6577695126317076,0.41815692500790036,16.471496173675995,15.296153361360744,17.448180122651376,19.349523556280882,16.251814977103606,9.125854578241567,15.63919782411288,2.259231162753133,12.983378045263153,2.7757960393152312,18.81930669059595,10.387313499746229,8.291377731084248,5.15142156207377,15.278189919996821,9.168578217121691,11.61732260415995,0.4337751882036382,12.397003831475587,12.284582939068574,12.422893424640126,18.851456520059653,13.561698420255166,7.323841843715443,8.514494506963823,14.184226600930039,1.173400140204001,13.199146070928368,13.424417846625404,4.381057155272518,2.349167700166133,6.485998857412029,7.312729239693683,11.225662486640214,0.0,0.0
5,14.311092289179715,12.049207363614027,10.90761330395572,8.433220879056227,12.789874600438916,8.536053731009877,17.777776382841573,19.07696468828788,7.592423996287937,15.771175625999946,10.58137084914625,11.237433807102557,18.544287671289027,1.4246560162393096,1.7554600472377673,0.5039806689677744,16.565490735933484,15.592718629090598,17.325815340593905,19.340977011598294,16.1712052735704,9.535046083065682,15.869218224614299,2.332069402941134,12.550576920215837,3.0737598479070267,18.850579787746398,10.180155839044655,8.305580931949375,5.355547519250606,15.339828469987571,9.216898259240294,11.241598726355024,0.4503502617391301,12.483445099426088,12.417751201215742,12.253104427351133,18.767632797194132,13.518535134558636,7.031588286899816,8.533834015977666,13.716474082074791,1.3103901525930743,13.376086444764681,13.521730244685612,4.18222423233232,2.6572281897225585,6.3558139141694125,7.436530547219842,11.475001158052859,1.0,0.0
6,14.378975572905604,12.049556695615228,10.934727439111443,8.504625378237032,13.016669564302786,8.56564016260364,18.141580003738373,19.15441012889723,7.867412405508634,15.893805919698266,10.860873469689189,11.604261351023169,18.322844849703458,1.4823482944147262,2.0494062146565426,0.321366460183406,16.536623475039445,15.470269149941767,17.179190759001077,19.526634017889492,15.865698110034677,9.15274854190334,15.613724005220757,2.2368314508913243,12.770405782197964,3.021677442451135,18.97060996432765,10.389535515993897,8.294806096773755,5.404937453011098,15.41621571348237,9.14769287260987,11.215609955817174,0.15584595437540116,12.517677428144793,12.244504082347609,12.287112751998869,18.730288176728486,13.974832980766747,7.2281714248007285,8.801181482891295,13.842944775133795,1.1713131460944506,13.382287811106366,13.44886559101932,4.210591803142956,2.479115522023697,6.343792672732704,7.2803619106655475,11.617327021857283,0.0,0.0
7,14.13099813716973,11.972798790768199,10.952643007859349,8.358559408212821,12.878457439262414,8.7082713642852,17.57533451508392,19.385690886736484,7.84470772799651,15.870401554936098,10.584356965410489,11.507101241202797,18.499146382619593,1.2777458736558769,1.4248927403872327,0.6695918632424478,16.370976658607816,15.641404419901042,17.489723446938665,19.667674114795897,16.157106806867407,9.214184729209805,15.539433391341076,2.2501197687036494,12.745636207544647,2.7487842086271086,18.835353519326045,10.429500462621734,8.0825735036351,5.410933609480568,15.580631339679876,9.252780605730422,11.44824402142338,0.1950794024150261,12.191617460045041,12.064319819053123,12.212295755779417,18.854786853204804,13.51228523353428,7.08963049652717,8.912603235620786,14.07119310802909,1.3258845501989436,13.331146604097523,13.42027426301896,4.330615013724044,2.602877450031674,6.219475317632796,7.209524499150255,11.534637529585012,1.0,0.0
8,14.26727462846779,12.262405064782401,11.067356239183702,8.607184320433133,13.1686764058721,8.819307161277441,18.03106939374815,19.419220242908082,7.704417870093528,15.779745133092197,10.389335724704523,11.355411590444307,18.64437836363643,1.2136451845300706,1.781969878049996,0.5104357575163763,16.334184895605965,15.556956954958116,17.352325313216866,19.507317645565593,15.923305582728727,9.31241192192107,15.690304248231463,2.3390015358194476,13.144726408494096,2.7929652003221284,18.8586683021933,10.468915402566306,8.166113026069528,5.301798035267477,15.797851717552353,9.264972847138859,11.078575741957783,0.4743159408601073,12.289612132135316,12.357406142977917,12.29732542399094,19.086821880214924,13.71422102283033,7.271678786110256,8.816356680149699,14.07992354578466,1.3097986277404725,13.432423743985419,13.328772504531104,4.403252517075228,2.6530315923770504,6.243621687263716,7.376639279870373,11.38425310286474,0.0,0.0
9,14.556028824881487,12.203565626100229,11.171191913043067,8.518468577548568,12.821823219288621,8.795124082804856,17.794247076413342,19.252880533998905,7.64807044089321,15.619836747654475,10.688899239048162,11.34011121121166,18.57937503495492,1.4821410652882874,1.692389428776283,0.3467500898461006,16.571568370595156,15.698033947040086,17.193913367601166,19.40368012331288,15.904812451344046,9.57328662215253,15.469735847788673,2.3737809286864815,12.820212956281392,2.9350020786718116,18.813354623856874,10.552737269051688,8.169632136866978,5.214586976358341,15.453041096739355,9.267727088765874,11.437006296760662,0.5688874025435856,12.242795025638072,12.442934404671465,12.463272890538544,18.78889735653364,13.342825146762197,7.229641023810595,8.883371779137056,14.292664949463878,1.2901795375136955,13.401577461918592,13.50364551872975,4.285104203195301,2.5060800195653776,6.160739496463596,7.345774347520244,11.220895726456568,1.0,0.0
