,feat_0,feat_1,feat_2,feat_3,feat_4,Sensitive,Label
0,14.227264036615066,11.845734355526439,10.858960910195307,7.838484136512956,12.536632602431897,0.0,0.0
1,14.099885139147133,11.63593154512376,10.747293022403532,8.604342515050769,12.548206275197359,1.0,0.0
2,14.732229862209826,11.684570280620438,11.369648084535022,8.133210959983442,12.709266073984681,1.0,0.0
3,14.011243385261716,11.864176560059732,10.804360071839223,7.75015123009456,13.31327232984271,0.0,0.0
4,14.203900818213206,12.194249760520174,10.536035778283635,8.587488412806728,12.097346181738004,0.0,0.0
5,14.218132710580079,11.152776910116053,10.774388225033592,8.538859592401515,13.07941860904614,1.0,0.0
6,14.313403880059282,12.055388971598141,10.942183696610648,8.086997020612793,12.637003368629049,0.0,0.0
7,14.770242816564398,12.15599321798163,11.2852991803145,9.001498123683069,13.408848341626449,1.0,0.0
8,14.80010292280111,12.045126198118338,10.683075490462672,8.72354099735784,12.409236436069545,0.0,0.0
9,14.88372634682671,12.072071592727188,10.90924688903839,8.160795776117055,13.216310250061865,1.0,0.0
10,14.293234145978914,11.841383653685485,10.940524422913555,9.28312750114539,12.996594098054725,1.0,0.0
11,14.200341325597444,11.864143291102263,10.771240898880386,8.461669939488763,12.817538180149503,1.0,0.0
12,14.431375210304534,11.686314835658822,10.696354259372328,8.66607941357389,13.295258669928891,1.0,0.0
13,14.29122488268244,12.512055244400653,10.865872770805144,8.060271765578387,12.435524043936853,0.0,0.0
14,14.143466552824092,11.954311928074395,10.592387394135834,8.49509275067829,13.189890429717902,0.0,0.0
15,15.032534556841586,11.720490736540404,10.86628347479478,8.922329068658193,12.913690494319251,1.0,0.0
16,14.674607005661503,11.775895056265695,10.516621386323981,7.935394723441036,13.25991496737504,0.0,0.0
17,15.204848786794612,12.310491852556144,10.90117133069652,8.32035692307773,12.868656322775939,1.0,0.0
18,14.677824891979702,11.44178907933618,10.695769645265655,8.137596265432457,12.953984795008187,1.0,0.0
19,13.464961883639422,12.225181532584822,10.725118926107358,8.605012657088206,12.759001680328897,0.0,0.0
20,14.478391018083206,12.140124686849038,10.170520128192384,8.595689255881704,13.029063068946074,1.0,0.0
21,14.34705238731506,12.230893339434038,10.06982217856647,8.685843807771803,12.852140172505093,0.0,0.0
22,14.339815878185918,12.592940677191372,10.880669727121358,8.205784725611444,12.422239392789827,1.0,0.0
23,13.716592308787458,11.739826775945009,10.83115452615394,8.091556684152888,12.967878112051705,0.0,0.0
24,14.391759701144917,12.58456789440982,11.011271324960084,8.134893425117681,12.523363575353951,1.0,0.0
25,14.787535664392445,11.462565531965772,10.938196579512452,8.45326130532275,12.540826488760365,0.0,0.0
26,14.166355043341122,12.157600116015356,10.145050739587726,8.182395030061246,12.546282714636273,1.0,0.0
27,14.015893476851987,11.922535961789512,10.485333589491908,8.490519943852156,12.677737941146297,0.0,0.0
28,14.485634653414879,11.915188055342051,10.875853924244321,8.527256998706997,13.206743436007548,1.0,0.0
29,14.169720110533685,11.43197603549019,10.925414418986788,8.32546518820034,13.655733001425826,0.0,0.0
30,14.23955966649269,12.190682270064052,10.809787197890797,7.758737519974256,12.992337970635749,1.0,0.0
31,13.966634566280085,12.657617361443997,11.058267163321515,8.207361658053019,13.002630959115212,0.0,0.0
32,13.872843904524323,11.945107438791473,11.355364293428893,8.179887215952805,13.108398675334042,1.0,0.0
33,14.411695083915625,12.18048353893313,10.784603325105163,8.681082133353904,12.279947782086333,0.0,0.0
34,14.906851871618876,12.271983669404415,10.3859476553259,8.203764135146466,13.040058832345315,0.0,0.0
35,14.544785263472187,11.287067875420762,11.085129370842886,8.665960338043051,12.972354096378352,1.0,0.0
36,13.534902146698073,12.060979949951776,11.146937467479946,8.152338461572409,13.104292943242383,1.0,0.0
37,14.213903994004497,11.505849561249194,10.64287946521093,8.694377207824315,12.471161849711653,0.0,0.0
38,15.064071088231357,11.707317760877496,10.574368653579967,8.396361789459354,12.865632964635784,0.0,0.0
39,14.422540493205855,11.919677969877206,11.402772791428065,9.100832183987196,13.075505151616778,1.0,0.0
40,14.61748781736059,11.906918705446422,10.3491981886844,8.763677326751342,12.946833227892773,1.0,0.0
41,14.185161891061977,11.50705376915436,11.290866548223411,9.044556372397134,12.806732415193785,1.0,0.0
42,14.198001881201018,12.73597228597357,11.138347255316196,8.51202970345894,13.27035911108132,0.0,0.0
43,13.974577012112698,12.707117127587917,11.402075803001841,8.476807108949073,13.182506517903583,1.0,0.0
44,14.550026561085692,11.892076914624381,10.53031779635131,9.145797177293861,12.83906406953367,1.0,0.0
45,14.114856280262616,11.98397709537675,10.287342995743003,7.899945429302105,12.776924393245922,0.0,0.0
46,14.490691865493416,12.440671101736962,10.685074863415773,7.796544498471803,13.160786814579513,1.0,0.0
47,14.397600110604714,12.394355892340645,11.330004561794496,9.022332286236551,12.841793389860145,0.0,0.0
48,14.562345915217303,11.788146425300933,11.349416074554638,8.709573635671415,13.60706265102454,0.0,0.0
49,14.185549142487615,12.305921918655924,11.052679790918047,8.491728130686823,13.689676043543317,0.0,0.0
50,14.836667777799601,11.858323473807625,10.293599487567425,8.536878647989498,12.565689117002648,1.0,0.0
51,15.203417859321439,12.198367550517712,10.953754550435573,8.602937042464145,12.641501366698412,0.0,0.0
52,13.981420416098375,11.584400598167948,10.599835477788387,8.745056314962696,12.655541245145892,0.0,0.0
53,14.420662875913694,12.522681928994832,11.367624275542571,8.24619389548954,13.323391142142134,0.0,0.0
54,14.087484207114647,12.326816066194079,11.43488645940718,9.071084360438407,13.166375035829747,0.0,0.0
55,14.632903441889487,12.711427571399547,10.804790387558283,8.53028421202294,12.368357265445521,0.0,0.0
56,14.540666816944869,11.79038152001752,10.929692322099488,7.730076177718179,13.447314979034076,0.0,0.0
57,14.061562161543533,11.961057582275492,10.592311085794787,8.305980898604862,12.299065197649417,0.0,0.0
58,14.712705221302011,12.47333360121929,10.685507826327786,8.77477680100309,12.585815333345153,0.0,0.0
59,14.422100613643485,12.05216669568751,10.294534525674322,8.547871273562814,13.405714324962384,0.0,0.0
60,13.901632840186798,11.423070696857547,10.596895612527378,8.11258820340801,12.581331221368146,1.0,0.0
61,13.877316082894446,11.666497050280025,11.213338019256208,8.16447813951021,12.91992313795446,1.0,0.0
62,14.247762292698042,12.29597261570353,10.812517956004708,8.105994093301096,12.8929381535732,0.0,0.0
63,14.14484335070921,12.696122129280624,10.867499842164882,9.063727456926191,12.83121902240298,1.0,0.0
64,13.941453194916344,12.399557011651217,11.184956913611522,8.994094850883412,13.09560060804546,0.0,0.0
65,14.62892552816898,12.041158714162707,10.829438693163398,8.597457157264754,13.10225935087313,0.0,0.0
66,14.746399467308564,12.093642387261626,10.839521033614554,9.039534968818366,13.260029020323403,1.0,0.0
67,13.965456753587782,12.389333162034669,11.067922565749544,8.171792331641042,12.68543330353146,1.0,0.0
68,14.223204700249216,12.234954318048333,11.342582803683975,7.695308331463612,13.033005156440474,1.0,0.0
69,14.332298489235772,12.13313253703231,10.906661806500757,8.605721454961149,12.794005553334525,1.0,0.0
70,13.961235118639962,11.643916865532448,10.561667716276594,8.850486422603346,12.837719275632868,1.0,0.0
71,14.07348838695309,12.334258277627212,11.281371085827978,8.467688284201454,13.448051074762773,1.0,0.0
72,14.524978658495913,12.078743508014632,10.570832224405198,8.536854539910603,12.673624895595847,1.0,0.0
73,14.80622760879585,12.2423949761676,11.493946417793422,8.226377607621105,12.679607876220059,1.0,0.0
74,14.333217377547452,12.255718992621585,11.065195289461437,8.622706227702789,12.518229653894531,0.0,0.0
75,14.299116643062135,11.834921286661766,11.167373203078272,8.719484786136467,12.913377768434696,1.0,0.0
76,13.927815975434022,12.26509439205355,10.85479204472449,7.781070515710291,13.292050216906402,0.0,0.0
77,13.594064060803724,12.459887090387092,11.04224880786857,8.6385260945777,12.515953450947649,0.0,0.0
78,15.01651796697645,11.801022485163408,11.02323838177615,8.884726115573711,12.709286389024559,1.0,0.0
79,15.156326965593275,12.318667232433114,10.739275890012749,8.414389680764659,12.727482375531842,1.0,0.0
80,14.835748651615235,11.675819624974025,10.645991658469137,8.780001144084157,13.113854862241201,1.0,0.0
81,14.485720424061073,12.237788921354348,11.006750890784527,8.649644131507031,13.334255695722216,1.0,0.0
82,14.470780493512319,11.799286625811789,10.706513265455408,8.956470311573227,12.78604285137587,1.0,0.0
83,14.487137917130411,12.149597217206868,10.233764351024965,8.17180583338603,13.145261932745743,1.0,0.0
84,14.40575849360234,11.78938012386773,11.078471019223668,8.79386079218387,12.288929936394956,0.0,0.0
85,14.71337303073515,11.56731028563413,10.860480182715218,8.426077802670237,12.94395087313715,1.0,0.0
