,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,Sensitive,Label
0,18.303893098344265,2.830328192480966,3.8461892275427045,1.1397433919193587,8.723789043391193,0.6469565104050055,9.391473910200936,12.739544818584266,5.287331020037143,13.311824912576112,0.0,0.0
1,17.45129118117397,2.5360011261405715,3.8213496791077466,0.741679168644053,8.723342582979178,0.6932507855071501,8.97911091174622,12.859123800193894,5.559221139631104,13.45650055531424,1.0,0.0
2,17.790003171808536,2.5385443451426224,4.491620132643804,1.6757321798551676,9.026882555727891,0.6225075701600996,8.831918532037353,13.011010805389486,5.815780757979927,13.924569449372374,1.0,0.0
3,18.00598712386916,2.7881403994657195,4.775545584118461,1.115971778211045,8.632664109911131,0.36379704869027324,9.015516501944015,12.761924543697566,5.849884834864528,13.887519622365364,1.0,0.0
4,18.303757619602,2.367871934752814,4.265415099534687,0.907414614912779,8.830035681174925,0.9858167515380248,9.127239072418385,12.391780057465464,5.4896087525404145,13.299140917075496,1.0,0.0
5,17.69127960172801,2.796821644656541,4.643755332060249,0.8842060578966844,9.113751590110127,0.9472229826682588,8.792435735660902,12.971198019829629,5.556549781967888,13.576262466863332,1.0,0.0
6,17.82982668436158,2.802670601424706,4.4920392832310965,1.5330786774508485,8.72336160593948,1.1117511267146956,9.319828405158802,12.609018962260064,5.779233967551418,13.428199863098548,1.0,0.0
7,17.888567540494464,2.9512166155738604,4.238184208752546,0.9265796856310177,9.16721403353381,0.6907277729359259,8.986446948616834,13.447503879283337,5.42120547443142,13.29333306118002,0.0,0.0
8,17.57810489337482,2.3804300125192257,4.586444294678727,0.8138080658108774,8.818194680931844,0.3345520374118346,8.991590235301638,13.343266973431884,5.782451088539979,13.380285482083991,0.0,0.0
9,17.616069069338412,2.217590064616525,3.801753582203099,0.6928718758645451,8.938444117676742,0.8213514394327626,9.319779789492248,12.919333674837189,5.060410926470789,13.499928263436214,0.0,0.0
10,18.14394269088961,2.649399876609899,4.329678369564696,0.943139161198141,8.368054122664178,0.8345588832695214,9.44012180291635,12.615829297479523,5.6038734392815055,13.820372380428147,0.0,0.0
11,18.372419576481608,2.4235324898307105,3.873188999815728,1.3758568014865828,8.890602543566587,0.4325263214106982,9.358919394797482,12.48880867088729,6.028334280431112,13.318894282689664,0.0,0.0
12,17.7630434414976,2.6898891151536644,4.507538759636543,0.6928204233743591,9.13739383454293,0.47742370977932597,8.85570212370618,12.891368338655498,5.159404289907666,13.200100508480428,1.0,0.0
13,17.887042988824906,2.8055136589164733,4.255983049707525,0.7652806506725218,8.327723288748995,0.42064212258171974,9.204645285269272,12.985149219004525,5.356095888711908,13.785775368579584,1.0,0.0
14,17.54108371523399,2.550621313376777,4.815508042511911,1.155886952531392,8.50888728073733,0.7787041205952226,9.345584142606862,13.269591118618479,5.444446873126123,13.280615439232363,0.0,0.0
15,18.054114928458308,3.005303859817947,4.790222990949278,0.8029433546877083,8.654682748775292,0.5778903600032548,9.059525077316549,13.132911988355517,5.719760329167849,13.604746730536478,1.0,0.0
16,17.882764724355713,2.2260052268858126,3.7205504300498093,0.7498062349081952,8.53227675514084,0.08544582659937916,9.316976598501972,13.033252861920241,5.454793821062307,13.283148825042234,0.0,0.0
17,17.68063705674138,3.0044139716711578,3.5553944623174725,1.0671549866643248,9.014472706219893,0.633821137083526,9.052194831181076,13.187672412473193,5.27556537597831,13.673222932760826,1.0,0.0
18,17.62186512926714,2.2723815131326606,4.1845410993715015,1.3182188627901545,9.207119292981652,0.7962119479821608,8.941224113461972,12.657563050385425,5.640675641204082,13.64135688536519,0.0,0.0
19,17.93971054082686,2.5886595507483383,4.386916856844064,0.7999084426194627,8.945201834824786,0.32669479862144996,9.037858001678002,12.964750374051937,5.921327699838161,14.292762172811589,0.0,0.0
20,18.04478903306071,2.7536327491248236,3.817902552947166,1.2131918543010782,8.518035662175889,0.9886995466814641,9.483269494467205,13.103308494343446,5.376044690748011,13.925617061618274,0.0,0.0
21,17.969688416720004,2.7421000802660496,3.4641247802417494,1.199691359680018,9.212193504811298,0.7322919599175022,9.194411203229478,12.603760069917758,5.825586892606638,13.604793228914373,1.0,0.0
22,17.73261319503353,2.8054782429504144,4.572795254598834,1.1625259611050391,9.123892140471542,1.0525133618987654,9.681599167381306,13.060306717798271,5.496547893979969,13.382720551947289,1.0,0.0
23,18.10589158717289,2.8177043852616124,4.005671041310545,1.0782217274256753,8.491151531549301,1.009779736680951,9.008985235465472,13.099620795821314,5.335115333668258,13.427812085815713,1.0,0.0
24,18.38868808994234,2.609258266431064,4.099674875741858,0.7720992564475906,8.650526312171667,0.7519035894436725,9.588892672369205,12.5944551522295,5.320806297362872,13.477378988303224,0.0,0.0
25,17.5356903874644,2.516247068313691,4.321471885274631,0.6584723305700879,8.865805937083904,0.8243756149444452,9.367197160855206,12.884144631728892,6.111727849234041,13.655637884207552,1.0,0.0
26,18.24129040111554,2.151961458778546,4.431755779329852,0.6249058947576148,9.069534294010355,0.4105159043317454,9.499517732313905,13.220238575143044,5.713057986464174,13.543887400360642,0.0,0.0
27,17.593628268156927,2.591396613489354,4.221025147365858,1.1329101345873303,8.968414763626802,1.2796359618758701,9.158179606868352,13.131095610061433,5.597816824738773,13.814834017754759,0.0,0.0
28,18.363947200897638,2.335278129114161,3.5611793778133807,0.7511626877486229,8.771169346289787,0.6476412030770929,9.12482411218206,13.193627121610605,5.560669680557046,13.508792501683054,0.0,0.0
