,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,Sensitive,Label
0,18.87412939207375,7.512472067746333,15.89898068622485,10.373072797975468,11.202014654434638,18.575875316620486,1.4564545171136114,1.9089951122435573,-0.052838960404010316,16.764291984379813,1.0,0.0
1,19.192918367423946,7.3245651341997196,15.903630672466226,10.272415339065603,11.148730912203014,18.0638210503069,1.0763424122338536,2.0443091656915096,0.09514692561170418,16.59695779097248,1.0,0.0
2,19.132599734075907,7.767157594960741,16.04762275547639,11.12507648266847,10.970773185055922,18.7662613622193,1.3325715624254746,2.1168448260380415,0.5795953100733885,16.412358495170803,1.0,0.0
3,19.740670989775765,7.533106663779799,15.760097634488663,10.890824804638637,10.825174544551796,18.66338072011844,1.5172627589756433,1.4500187193144995,0.4563509584001656,16.60029266339487,1.0,0.0
4,19.50986891527973,7.8003426575766115,15.96126599821233,10.099638455776843,11.610503085489166,18.245300860660027,0.9683936926689554,1.547746815676092,0.3897294887404234,16.350894930963673,1.0,0.0
5,19.31521415039631,7.647135310218682,15.483039714227,9.896235438288597,11.21101775043618,18.559692734128635,1.6776241542804706,1.9673960973343105,0.1216110443094614,16.58191272150091,1.0,0.0
6,19.28453362637572,8.025489095592166,15.75907577078869,10.977671669830178,11.396678119330508,18.547406127682706,1.9547081811713838,1.8343259774792866,0.703268750651961,16.525893982130356,0.0,0.0
7,19.01441704246817,8.195958126535414,15.775290135071678,10.50296942509597,11.137440784855242,18.544763777904926,0.9795285476517197,1.609912471160313,-0.025277763995754432,16.6801144720261,1.0,0.0
8,19.267706827093598,7.681989708230553,15.872200467835116,10.390733795497058,11.387637726997424,18.63947523248766,0.7432309967292094,1.2102463077098609,0.17308111135199192,16.901947112822437,1.0,0.0
9,19.240125620836558,7.388413138843194,15.718246775065095,10.97894776558244,11.124394173281205,18.610470587687516,1.9434464186816867,1.3212500681995274,0.46664239877570346,16.576022907411865,1.0,0.0
10,19.265786095542634,7.554837499355429,15.61004487194113,11.049130387832,11.549974712954699,18.30535461124267,1.1089192343295042,1.514337887643112,0.47938264071617254,16.806907564169475,0.0,0.0
11,18.939981205959093,7.7440087310348655,15.756508858342553,10.989295838937036,11.330768350617639,18.248795197895422,1.0776984094835522,2.1056944904821986,0.3849758331484839,17.11719373628053,0.0,0.0
12,18.99957374370435,8.357005413229965,15.649831532289022,10.366182787321474,11.306050826081249,18.22237768913585,1.232751491040882,2.08949969675127,0.5589223143250462,16.555923048927195,0.0,0.0
13,19.276439428287073,8.07354584369198,15.47051515382992,10.152581789426403,11.004267848867432,18.659917259055625,1.5069943688618812,1.9560657153494472,0.6303459928375227,16.31388609290372,0.0,0.0
14,19.643026272775774,7.6805430079934975,16.083325284421555,10.373968886830298,11.061636787293804,19.001805789118208,1.1416571764042776,1.9476690529585783,0.34501446375857103,16.491855408873768,1.0,0.0
15,19.420957055418302,7.983673102641327,16.102758427896898,10.56464502446692,11.523054800926134,18.267556496801102,1.321176914466085,2.200479954042362,0.0116046902389067,16.365535380069076,0.0,0.0
16,19.692099892123327,7.71363034384665,15.630940431784653,10.43051945223204,11.123439424894793,18.796410964027988,1.5473880641557525,2.308934543519745,0.5927644504395946,16.501633073575217,0.0,0.0
17,19.15538687190913,7.71294079585054,15.41198334871712,10.347409581425888,11.617549981615579,18.82821760631229,1.8118982846448124,1.533525280604717,0.9269209611326028,16.676437398294283,1.0,0.0
18,19.56208836762696,7.424177886347756,15.866302020326534,10.476734034344384,11.577925797638121,18.44159820978078,1.2330785880983843,1.4106012275239699,0.2500235351591149,15.966101730402704,1.0,0.0
19,19.704064261304616,8.336845987276204,15.711741250714093,10.51692007504143,11.333355854443681,18.740772948239254,1.57603693385534,1.5145109150431721,0.4094603135124348,16.388414920415745,0.0,0.0
20,19.291120252445005,7.626512010331892,15.49615187554345,10.738527093841254,11.74783455402758,18.61408025542667,1.4449680117669552,2.0960893172581105,0.2888292484934597,16.977653249493695,0.0,0.0
21,18.957931297082947,7.424345226824368,16.018692416302198,10.687225632471762,11.235600569104832,18.35595852369229,0.9506251539386279,1.5782023856221008,0.6926970902713747,16.884028750315373,1.0,0.0
22,18.884726381874835,7.531908104446961,15.777279411010705,10.753448635999142,11.406874939385219,18.735752785921576,1.3300535009618166,1.8200034848536917,0.44666641421558684,16.73674630274681,1.0,0.0
23,19.60514860464314,7.828734690547391,15.913671699850001,11.027058752707742,11.614898457850797,18.33979592664774,1.228346599141016,1.827946550586782,0.12953696691340066,16.249068995796698,0.0,0.0
24,19.041879372994995,7.2210105353769025,15.461433150940401,10.98564803872532,11.13025039469099,18.65011836662634,1.102826419583678,1.4304639388895033,0.16685466857322065,16.591115876660705,1.0,0.0
25,18.97108420394892,7.7640866394358445,16.12153746881726,10.855778978256547,11.342605342522436,18.75306970129731,2.155919060971979,1.8586588663345798,0.5022424273853717,16.614739324248294,1.0,0.0
26,19.474950153670953,7.453158754754677,15.829209338754332,10.297851387236989,10.998522124839296,18.112263746004924,1.7017734241641849,1.373662561731048,0.25132474428553664,16.294119109304752,1.0,0.0
27,19.142376370782124,7.276837093404783,15.933346417299022,10.798663460379025,11.68784008083548,18.46817422435131,1.9186212608235889,1.2381853380598917,0.5973980171729714,16.47869054355996,0.0,0.0
28,19.200342264655177,7.615418749865475,15.49605594227086,10.228246358681684,11.147896272702521,18.693289751152594,1.5816723656225098,1.2693377239831256,0.9702055677464175,16.45387532124168,1.0,0.0
29,19.538527965695636,7.650432736786746,15.8420688408136,10.838432885100373,11.512682254172104,18.594369216470213,1.0930580490144326,2.0120521812863834,0.6146421216996436,16.62843833404086,1.0,0.0
30,18.891980514856797,7.773715839027671,15.844253953993109,9.837844027289657,11.232536764818246,18.209136133916846,1.259546629677369,1.921403345830138,0.4399136928521272,16.997893433438108,1.0,0.0
31,19.25605269691985,8.00296547855027,16.477742388474788,10.453453679917953,11.464066425231973,18.559731246445864,1.0146720408441716,1.6291734377107876,0.5996392377680821,16.528360056006836,1.0,0.0
32,18.97047049809147,7.591325248105968,15.894466756977565,11.002443107974226,10.978231251159835,18.35315023824476,0.944577008223902,1.7623565272605497,0.46039048883680017,16.145218729490953,1.0,0.0
33,19.36281236040779,7.143958183829333,16.210373778046964,10.73552711415072,10.812864494684899,18.728615595302063,1.4819674256842352,1.6747114233493792,0.5728390011019323,16.370904387796987,0.0,0.0
34,19.700607808944568,7.241768142008938,15.88228666739531,10.012054325212878,11.328898790381478,18.21375859835972,1.2243150931422173,1.7651564434092843,0.11170264291350623,16.84850759627916,0.0,0.0
35,19.25012046263525,7.737961413123429,16.315877368516166,10.816254735083476,11.194273261915683,18.44129473853787,2.0452281006764084,1.6659897150678562,0.33617476458243295,16.930240132585418,0.0,0.0
36,19.070836142914995,7.688643011894912,15.374789138328977,10.554781501224372,10.888493623115682,18.377503572134245,1.8340843390582016,2.0578961721422013,-0.014640871920147402,16.788449751737083,1.0,0.0
37,19.652848034129885,7.771049313400321,15.567772433255813,10.649311964166602,11.285691782757421,18.724438570913133,1.088746443460666,1.9027153862329944,0.7268626520461137,16.237439191620698,0.0,0.0
38,19.903483588648612,7.582020224304729,15.714074210978747,10.317591505586496,11.22559957406764,18.804589218299412,1.6872642222928242,1.5025118344016095,0.3517173435784366,16.17344842799851,1.0,0.0
39,19.07607500442782,7.861270792201388,16.329848403535465,10.440406333599846,11.395133788234073,18.663501667228562,1.3735279797508246,2.1135588104909795,0.04167059559171293,16.38661775965208,0.0,0.0
40,19.5742762925782,8.103134543166977,15.633850052581826,10.747500325891496,11.218868623905596,18.160174651682535,1.3293840982930711,1.7069366819281975,0.6312025142454877,16.021646871371864,0.0,0.0
41,19.140791197762073,7.210771867311989,15.665072234429736,10.324199299813035,11.152892152430622,18.407543397395063,1.2040090446146392,1.8594189352343882,-0.019497435467125623,16.32770017185115,1.0,0.0
42,19.220530538290102,7.645097709938887,16.045787938938304,10.91589494387314,11.512462374618792,18.064155621581452,1.1342316003318869,2.0068404828763367,0.033674094898063556,16.88753429280447,1.0,0.0
43,19.33204031818949,7.8818333172781685,16.168673552544742,10.20538024879402,11.47252568743684,18.46010426589962,1.023759614215829,2.3124812334803173,0.430939143183911,16.94451895712418,0.0,0.0
